                                                           The SAS System                      09:37 Thursday, November 29, 2018   1

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG
                                        4363    08517         18        3094.30       625  
                                        4364    08864         18        3094.30         0  
                                        4365    08505         18        3094.30       662  
                                        4366    09378         18        3094.30       353  
                                        4367    08081         18        3094.30        60  
                                        4368    09345         18        3094.30         0  
                                        4369    10052         18        3094.30         0  
                                        4370    09335         18        3094.30         0  
                                        4371    09334         18        3094.30       626  
                                        4372    10154         18        3094.30         0  
                                        4373    07765         18        3094.30       830  
                                        4374    07658         18        3094.30         0  
                                        4375    09282         18        3094.30         0  
                                        4376    09269         18        3094.30         0  
                                        4377    07685         18        3094.30         0  
                                        4378    09255         18        3094.30         0  
                                        4379    09247         18        3094.30      1439  
                                        4380    09243         18        3094.30         0  
                                        4381    07708         18        3094.30         0  
                                        4382    09229         18        3094.30         0  
                                        4383    02769         18        3094.30         0  
                                        4384    02968         18        3094.30         0  
                                        4385    04079         18        3094.30         0  
                                        4386    04053         18        3094.30       641  
                                        4387    04038         18        3094.30         0  
                                        4388    03282         18        3094.30       820  
                                        4389    03957         18        3094.30      1215  
                                        4390    03950         18        3094.30         0  
                                        4391    03901         18        3094.30         0  
                                        4392    03895         18        3094.30       477  
                                        4393    02907         18        3094.30       589  
                                        4394    03866         18        3094.30      1081  
                                        4395    03818         18        3094.30         0  
                                        4396    03803         18        3094.30       462  
                                        4397    03771         18        3094.30         0  
                                        4398    04941         18        3094.30       577  
                                        4399    04936         18        3094.30       517  
                                        4400    04857         18        3094.30         0  
                                                           The SAS System                      09:37 Thursday, November 29, 2018  81

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG

                                        4401    03152         18        3094.30         0  
                                        4402    03691         18        3094.30         0  
                                        4403    03678         18        3094.30         0  
                                        4404    04794         18        3094.30       469  
                                        4405    03662         18        3094.30       853  
                                        4406    04778         18        3094.30         0  
                                        4407    02649         18        3094.30         0  
                                        4408    04704         18        3094.30       800  
                                        4409    03622         18        3094.30         0  
                                        4410    03606         18        3094.30         0  
                                        4411    04644         18        3094.30         0  
                                        4412    04614         18        3094.30       872  
                                        4413    04611         18        3094.30         0  
                                        4414    04606         18        3094.30       370  
                                        4415    03553         18        3094.30         0  
                                        4416    04535         18        3094.30       673  
                                        4417    02812         18        3094.30       240  
                                        4418    04486         18        3094.30         0  
                                        4419    04482         18        3094.30         0  
                                        4420    04479         18        3094.30         0  
                                        4421    03484         18        3094.30       371  
                                        4422    02696         18        3094.30         0  
                                        4423    04449         18        3094.30         0  
                                        4424    04445         18        3094.30         0  
                                        4425    03044         18        3094.30       426  
                                        4426    04397         18        3094.30         0  
                                        4427    03462         18        3094.30       276  
                                        4428    03454         18        3094.30         0  
                                        4429    02693         18        3094.30         0  
                                        4430    04353         18        3094.30       763  
                                        4431    04346         18        3094.30       925  
                                        4432    04322         18        3094.30       900  
                                        4433    04273         18        3094.30         0  
                                        4434    04246         18        3094.30         0  
                                        4435    03793         18        3094.30        25  
                                        4436    04160         18        3094.30         0  
                                        4437    04098         19        3728.57      1324  
                                        4438    03314         19        3728.57         0  
                                        4439    02950         19        3728.57         0  
                                        4440    03952         19        3728.57         0  
                                        4441    03940         19        3728.57       674  
                                        4442    03933         19        3728.57       519  
                                        4443    03846         19        3728.57         0  
                                        4444    03841         19        3728.57         0  
                                        4445    02893         19        3728.57      1068  
                                        4446    04865         19        3728.57       801  
                                        4447    04851         19        3728.57         0  
                                        4448    04805         19        3728.57       845  
                                        4449    04680         19        3728.57         0  
                                        4450    03610         19        3728.57         0  
                                        4451    04663         19        3728.57        73  
                                        4452    03095         19        3728.57         0  
                                        4453    04625         19        3728.57       758  
                                        4454    03549         19        3728.57       319  
                                        4455    04562         19        3728.57      1398  
                                                           The SAS System                      09:37 Thursday, November 29, 2018  82

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG

                                        4456    02701         19        3728.57        25  
                                        4457    04554         19        3728.57      1015  
                                        4458    02838         19        3728.57       886  
                                        4459    03530         19        3728.57       368  
                                        4460    03514         19        3728.57         0  
                                        4461    03058         19        3728.57         0  
                                        4462    04953         19        3728.57       838  
                                        4463    04469         19        3728.57         7  
                                        4464    04447         19        3728.57         0  
                                        4465    04409         19        3728.57         0  
                                        4466    03039         19        3728.57         0  
                                        4467    04396         19        3728.57       297  
                                        4468    03028         19        3728.57       452  
                                        4469    04339         19        3728.57         0  
                                        4470    04326         19        3728.57         0  
                                        4471    03430         19        3728.57      1193  
                                        4472    03407         19        3728.57       744  
                                        4473    04267         19        3728.57         0  
                                        4474    04256         19        3728.57       115  
                                        4475    03391         19        3728.57         0  
                                        4476    03369         19        3728.57        25  
                                        4477    03829         19        3728.57       684  
                                        4478    05889         19        3728.57       423  
                                        4479    05185         19        3728.57        31  
                                        4480    06611         19        3728.57         0  
                                        4481    06598         19        3728.57       457  
                                        4482    06585         19        3728.57       813  
                                        4483    06584         19        3728.57      1088  
                                        4484    05808         19        3728.57       313  
                                        4485    05440         19        3728.57         0  
                                        4486    06465         19        3728.57       783  
                                        4487    05777         19        3728.57         0  
                                        4488    06464         19        3728.57         0  
                                        4489    06455         19        3728.57       522  
                                        4490    06453         19        3728.57         0  
                                        4491    05166         19        3728.57         0  
                                        4492    07619         19        3728.57       919  
                                        4493    06327         19        3728.57         0  
                                        4494    06292         19        3728.57         0  
                                        4495    07422         19        3728.57       270  
                                        4496    05379         19        3728.57         0  
                                        4497    06207         19        3728.57       399  
                                        4498    07296         19        3728.57         0  
                                        4499    06191         19        3728.57       570  
                                        4500    06161         19        3728.57         0  
                                        4501    06155         19        3728.57         0  
                                        4502    06152         19        3728.57       691  
                                        4503    05615         19        3728.57       188  
                                        4504    07145         19        3728.57         0  
                                        4505    06131         19        3728.57       654  
                                        4506    07122         19        3728.57       100  
                                        4507    06116         19        3728.57         0  
                                        4508    06057         19        3728.57         0  
                                        4509    05091         19        3728.57        25  
                                        4510    06936         19        3728.57         0  
                                                           The SAS System                      09:37 Thursday, November 29, 2018  83

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG

                                        4511    06924         19        3728.57       346  
                                        4512    05538         19        3728.57       815  
                                        4513    05976         19        3728.57         0  
                                        4514    06765         19        3728.57       507  
                                        4515    06739         19        3728.57         0  
                                        4516    05736         19        3728.57      1025  
                                        4517    10243         19        3728.57       526  
                                        4518    10855         19        3728.57         0  
                                        4519    11582         19        3728.57       409  
                                        4520    10854         19        3728.57         0  
                                        4521    10486         19        3728.57         0  
                                        4522    10800         19        3728.57         0  
                                        4523    10767         19        3728.57         0  
                                        4524    10438         19        3728.57       640  
                                        4525    11877         19        3728.57         0  
                                        4526    10708         19        3728.57         0  
                                        4527    10692         19        3728.57       272  
                                        4528    11146         19        3728.57       634  
                                        4529    11144         19        3728.57         0  
                                        4530    10613         19        3728.57         0  
                                        4531    11997         19        3728.57         0  
                                        4532    10175         19        3728.57      1202  
                                        4533    10581         19        3728.57       245  
                                        4534    11918         19        3728.57       272  
                                        4535    11881         19        3728.57       570  
                                        4536    11868         19        3728.57         0  
                                        4537    11854         19        3728.57       623  
                                        4538    11816         19        3728.57         0  
                                        4539    10550         19        3728.57       369  
                                        4540    10939         19        3728.57       446  
                                        4541    01577         19        3728.57         0  
                                        4542    00108         19        3728.57       761  
                                        4543    01525         19        3728.57         0  
                                        4544    01523         19        3728.57       552  
                                        4545    00203         19        3728.57         0  
                                        4546    00723         19        3728.57         0  
                                        4547    00718         19        3728.57         0  
                                        4548    01311         19        3728.57       372  
                                        4549    02474         19        3728.57         0  
                                        4550    02446         19        3728.57         0  
                                        4551    02411         19        3728.57       910  
                                        4552    00606         19        3728.57         0  
                                        4553    01177         19        3728.57       612  
                                        4554    02339         19        3728.57         0  
                                        4555    01148         19        3728.57         0  
                                        4556    01263         19        3728.57         0  
                                        4557    02230         19        3728.57       559  
                                        4558    02155         19        3728.57       479  
                                        4559    00549         19        3728.57         0  
                                        4560    02085         19        3728.57      1433  
                                        4561    00536         19        3728.57         0  
                                        4562    02032         19        3728.57         0  
                                        4563    02001         19        3728.57         0  
                                        4564    01999         19        3728.57         0  
                                        4565    01981         19        3728.57         0  
                                                           The SAS System                      09:37 Thursday, November 29, 2018  84

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG

                                        4566    01972         19        3728.57        25  
                                        4567    00977         19        3728.57         0  
                                        4568    01955         19        3728.57         0  
                                        4569    01902         19        3728.57         0  
                                        4570    01847         19        3728.57         0  
                                        4571    01824         19        3728.57       618  
                                        4572    01817         19        3728.57         0  
                                        4573    00463         19        3728.57       468  
                                        4574    00455         19        3728.57         0  
                                        4575    00131         19        3728.57       525  
                                        4576    00121         19        3728.57         0  
                                        4577    01688         19        3728.57       805  
                                        4578    01642         19        3728.57         0  
                                        4579    07841         19        3728.57       414  
                                        4580    09054         19        3728.57       439  
                                        4581    08307         19        3728.57         0  
                                        4582    08286         19        3728.57       520  
                                        4583    07971         19        3728.57       709  
                                        4584    07970         19        3728.57         0  
                                        4585    08890         19        3728.57      1293  
                                        4586    10070         19        3728.57         0  
                                        4587    08833         19        3728.57         0  
                                        4588    08830         19        3728.57       865  
                                        4589    08798         19        3728.57       678  
                                        4590    09885         19        3728.57       817  
                                        4591    09879         19        3728.57       703  
                                        4592    08750         19        3728.57      1354  
                                        4593    09809         19        3728.57         0  
                                        4594    08167         19        3728.57         0  
                                        4595    09711         19        3728.57         0  
                                        4596    09703         19        3728.57       949  
                                        4597    08141         19        3728.57       656  
                                        4598    08569         19        3728.57       728  
                                        4599    08095         19        3728.57         0  
                                        4600    09325         19        3728.57       456  
                                        4601    09304         19        3728.57         0  
                                        4602    07856         19        3728.57         0  
                                        4603    08453         19        3728.57       564  
                                        4604    09288         19        3728.57         0  
                                        4605    07661         19        3728.57         0  
                                        4606    07853         19        3728.57       311  
                                        4607    09257         19        3728.57      1087  
                                        4608    08412         20        2776.54       652  
                                        4609    07755         20        2776.54       713  
                                        4610    08351         20        2776.54        89  
                                        4611    08001         20        2776.54         0  
                                        4612    09015         20        2776.54         0  
                                        4613    08288         20        2776.54       865  
                                        4614    08951         20        2776.54         0  
                                        4615    08928         20        2776.54       511  
                                        4616    10097         20        2776.54       401  
                                        4617    10018         20        2776.54         0  
                                        4618    09766         20        2776.54         0  
                                        4619    09760         20        2776.54         0  
                                        4620    08671         20        2776.54       410  
                                                           The SAS System                      09:37 Thursday, November 29, 2018  85

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG

                                        4621    08627         20        2776.54       658  
                                        4622    09592         20        2776.54         0  
                                        4623    08595         20        2776.54       614  
                                        4624    08114         20        2776.54         0  
                                        4625    09462         20        2776.54         0  
                                        4626    09416         20        2776.54         0  
                                        4627    08077         20        2776.54       415  
                                        4628    09337         20        2776.54         0  
                                        4629    09228         20        2776.54       728  
                                        4630    10929         20        2776.54         0  
                                        4631    10340         20        2776.54         0  
                                        4632    10911         20        2776.54       899  
                                        4633    11683         20        2776.54         0  
                                        4634    11678         20        2776.54       960  
                                        4635    10901         20        2776.54       875  
                                        4636    11589         20        2776.54         0  
                                        4637    10851         20        2776.54       299  
                                        4638    10491         20        2776.54         0  
                                        4639    11548         20        2776.54        49  
                                        4640    11539         20        2776.54       969  
                                        4641    10320         20        2776.54         0  
                                        4642    11502         20        2776.54       287  
                                        4643    10796         20        2776.54      1277  
                                        4644    11454         20        2776.54       456  
                                        4645    10456         20        2776.54       913  
                                        4646    10305         20        2776.54       287  
                                        4647    10304         20        2776.54       697  
                                        4648    11381         20        2776.54         0  
                                        4649    11267         20        2776.54       654  
                                        4650    11227         20        2776.54        25  
                                        4651    11189         20        2776.54       443  
                                        4652    10398         20        2776.54         0  
                                        4653    10275         20        2776.54         0  
                                        4654    11123         20        2776.54         0  
                                        4655    11121         20        2776.54         0  
                                        4656    11115         20        2776.54       942  
                                        4657    11112         20        2776.54         0  
                                        4658    10599         20        2776.54       729  
                                        4659    11968         20        2776.54         0  
                                        4660    10186         20        2776.54       547  
                                        4661    11945         20        2776.54       314  
                                        4662    10598         20        2776.54         0  
                                        4663    11925         20        2776.54       932  
                                        4664    11024         20        2776.54       804  
                                        4665    10564         20        2776.54         0  
                                        4666    10255         20        2776.54         0  
                                        4667    11772         20        2776.54       335  
                                        4668    11734         20        2776.54       813  
                                        4669    04100         20        2776.54       861  
                                        4670    04085         20        2776.54         0  
                                        4671    03302         20        2776.54         0  
                                        4672    02945         20        2776.54       706  
                                        4673    03291         20        2776.54       446  
                                        4674    02669         20        2776.54       445  
                                        4675    04021         20        2776.54         0  
                                                           The SAS System                      09:37 Thursday, November 29, 2018  86

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG

                                        4676    03281         20        2776.54         0  
                                        4677    02665         20        2776.54      1329  
                                        4678    03922         20        2776.54         0  
                                        4679    03913         20        2776.54         0  
                                        4680    03224         20        2776.54       664  
                                        4681    03222         20        2776.54       836  
                                        4682    05035         20        2776.54         0  
                                        4683    05012         20        2776.54       604  
                                        4684    04954         20        2776.54       329  
                                        4685    03763         20        2776.54         0  
                                        4686    04934         20        2776.54       704  
                                        4687    03174         20        2776.54      1347  
                                        4688    02869         20        2776.54       677  
                                        4689    04890         20        2776.54      1119  
                                        4690    02719         20        2776.54         0  
                                        4691    02864         20        2776.54         0  
                                        4692    04870         20        2776.54       513  
                                        4693    04760         20        2776.54       832  
                                        4694    04748         20        2776.54         0  
                                        4695    03637         20        2776.54       995  
                                        4696    04734         20        2776.54        76  
                                        4697    03742         20        2776.54       468  
                                        4698    04639         20        2776.54       172  
                                        4699    02705         20        2776.54       783  
                                        4700    04588         20        2776.54       305  
                                        4701    02820         20        2776.54         0  
                                        4702    04499         20        2776.54       663  
                                        4703    04485         20        2776.54         0  
                                        4704    04460         20        2776.54         0  
                                        4705    04448         20        2776.54         0  
                                        4706    03631         20        2776.54       700  
                                        4707    02787         20        2776.54       373  
                                        4708    04285         20        2776.54       779  
                                        4709    04278         20        2776.54        11  
                                        4710    03374         20        2776.54       662  
                                        4711    06673         20        2776.54         0  
                                        4712    05885         20        2776.54         0  
                                        4713    06646         20        2776.54         0  
                                        4714    05865         20        2776.54         0  
                                        4715    05465         20        2776.54         0  
                                        4716    06572         20        2776.54         0  
                                        4717    06529         20        2776.54        78  
                                        4718    05419         20        2776.54       350  
                                        4719    07643         20        2776.54       480  
                                        4720    05254         20        2776.54         0  
                                        4721    05718         20        2776.54       569  
                                        4722    06331         20        2776.54       488  
                                        4723    06279         20        2776.54      1077  
                                        4724    06278         20        2776.54      1809  
                                        4725    06243         20        2776.54       752  
                                        4726    07350         20        2776.54       227  
                                        4727    07209         20        2776.54       721  
                                        4728    07206         20        2776.54         0  
                                        4729    06150         20        2776.54         0  
                                        4730    05351         20        2776.54         0  
                                                           The SAS System                      09:37 Thursday, November 29, 2018  87

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG

                                        4731    07606         20        2776.54       720  
                                        4732    07095         20        2776.54         0  
                                        4733    07026         20        2776.54       679  
                                        4734    06070         20        2776.54         0  
                                        4735    05561         20        2776.54        31  
                                        4736    06909         20        2776.54       353  
                                        4737    06012         20        2776.54         0  
                                        4738    05322         20        2776.54         0  
                                        4739    05992         20        2776.54        93  
                                        4740    05509         20        2776.54       450  
                                        4741    05190         20        2776.54       843  
                                        4742    01563         20        2776.54       445  
                                        4743    00767         20        2776.54         0  
                                        4744    01338         20        2776.54         0  
                                        4745    01285         20        2776.54       460  
                                        4746    02541         20        2776.54       619  
                                        4747    02525         20        2776.54         0  
                                        4748    02441         20        2776.54       989  
                                        4749    02360         20        2776.54       880  
                                        4750    02355         20        2776.54         0  
                                        4751    02314         20        2776.54       667  
                                        4752    02305         20        2776.54       366  
                                        4753    00163         20        2776.54       440  
                                        4754    00073         20        2776.54       454  
                                        4755    00070         20        2776.54       685  
                                        4756    00982         20        2776.54       582  
                                        4757    01941         20        2776.54       879  
                                        4758    00146         20        2776.54         0  
                                        4759    01801         20        2776.54       955  
                                        4760    00860         20        2776.54         0  
                                        4761    00852         20        2776.54       970  
                                        4762    01654         20        2776.54        32  
                                        4763    01643         20        2776.54         0  
                                        4764    05902         22        6303.01       961  
                                        4765    05899         22        6303.01      1226  
                                        4766    05293         22        6303.01       510  
                                        4767    06681         22        6303.01      1215  
                                        4768    06633         22        6303.01       505  
                                        4769    06627         22        6303.01       776  
                                        4770    05283         22        6303.01       424  
                                        4771    06547         22        6303.01      1870  
                                        4772    05265         22        6303.01       754  
                                        4773    05748         22        6303.01      1014  
                                        4774    05257         22        6303.01       912  
                                        4775    07654         22        6303.01      1072  
                                        4776    07620         22        6303.01      1037  
                                        4777    05727         22        6303.01       774  
                                        4778    06323         22        6303.01       841  
                                        4779    07521         22        6303.01       821  
                                        4780    07506         22        6303.01      1021  
                                        4781    07484         22        6303.01      1285  
                                        4782    06294         22        6303.01       762  
                                        4783    06288         22        6303.01       662  
                                        4784    07417         22        6303.01      3175  
                                        4785    07394         22        6303.01       645  
                                                           The SAS System                      09:37 Thursday, November 29, 2018  88

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG

                                        4786    07379         22        6303.01       994  
                                        4787    07365         22        6303.01      1061  
                                        4788    06235         22        6303.01         0  
                                        4789    07340         22        6303.01         0  
                                        4790    06214         22        6303.01         0  
                                        4791    07302         22        6303.01       886  
                                        4792    07225         22        6303.01       913  
                                        4793    05224         22        6303.01       514  
                                        4794    07165         22        6303.01      1589  
                                        4795    07156         22        6303.01       590  
                                        4796    06104         22        6303.01      1060  
                                        4797    07083         22        6303.01      1076  
                                        4798    07064         22        6303.01         0  
                                        4799    05592         22        6303.01       609  
                                        4800    06975         22        6303.01         0  
                                        4801    06969         22        6303.01      1419  
                                        4802    05522         22        6303.01         0  
                                        4803    05072         22        6303.01      1266  
                                        4804    05956         22        6303.01         0  
                                        4805    05928         22        6303.01       993  
                                        4806    06736         22        6303.01      1158  
                                        4807    05910         22        6303.01       858  
                                        4808    08409         22        6303.01       808  
                                        4809    09012         22        6303.01       829  
                                        4810    07983         22        6303.01       912  
                                        4811    08295         22        6303.01       518  
                                        4812    08935         22        6303.01      1268  
                                        4813    10127         22        6303.01       691  
                                        4814    07805         22        6303.01      1035  
                                        4815    08878         22        6303.01       773  
                                        4816    07949         22        6303.01      1138  
                                        4817    09884         22        6303.01       946  
                                        4818    08762         22        6303.01       742  
                                        4819    08758         22        6303.01      1145  
                                        4820    09842         22        6303.01       748  
                                        4821    08185         22        6303.01      1547  
                                        4822    09776         22        6303.01       851  
                                        4823    09684         22        6303.01      1044  
                                        4824    08647         22        6303.01       911  
                                        4825    08626         22        6303.01      1007  
