                                                           The SAS System                      09:37 Thursday, November 29, 2018   1

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG
                                        1048    09177         5         5429.01         0  
                                        1049    10146         5         5429.01       857  
                                        1050    09539         5         5429.01         0  
                                        1051    08438         5         5429.01         0  
                                        1052    08643         5         5429.01       697  
                                        1053    07788         5         5429.01         0  
                                        1054    08325         5         5429.01         0  
                                        1055    09218         5         5429.01       716  
                                        1056    09529         5         5429.01         0  
                                        1057    09152         5         5429.01       701  
                                        1058    08232         5         5429.01         0  
                                        1059    09303         5         5429.01         0  
                                        1060    09910         5         5429.01         0  
                                        1061    10074         5         5429.01      1319  
                                        1062    10160         5         5429.01      1308  
                                        1063    09526         5         5429.01         0  
                                        1064    09611         5         5429.01         0  
                                        1065    09313         5         5429.01         0  
                                        1066    09106         5         5429.01         0  
                                        1067    07855         5         5429.01         0  
                                        1068    09987         5         5429.01       381  
                                        1069    07863         5         5429.01       621  
                                        1070    08863         5         5429.01       983  
                                        1071    09351         5         5429.01         0  
                                        1072    08235         5         5429.01       780  
                                        1073    08796         5         5429.01       674  
                                        1074    07866         5         5429.01       637  
                                        1075    09318         5         5429.01         0  
                                        1076    09413         5         5429.01      1143  
                                        1077    08394         5         5429.01         0  
                                        1078    09928         5         5429.01         0  
                                        1079    11718         5         5429.01         0  
                                        1080    10670         5         5429.01      1224  
                                        1081    11771         5         5429.01         0  
                                        1082    11626         5         5429.01         0  
                                        1083    11817         5         5429.01       676  
                                        1084    10659         5         5429.01         0  
                                        1085    11165         5         5429.01       814  
                                        1086    11022         5         5429.01       698  
                                        1087    11080         5         5429.01         0  
                                        1088    10190         5         5429.01         0  
                                        1089    11423         5         5429.01         0  
                                        1090    10833         5         5429.01         0  
                                        1091    11891         5         5429.01         0  
                                        1092    10310         5         5429.01       866  
                                        1093    10223         5         5429.01       763  
                                        1094    11586         5         5429.01         0  
                                        1095    10348         5         5429.01         0  
                                        1096    11543         5         5429.01         0  
                                        1097    10902         5         5429.01         0  
                                        1098    10731         5         5429.01       873  
                                        1099    10868         5         5429.01         0  
                                        1100    10343         5         5429.01         0  
                                                           The SAS System                      09:37 Thursday, November 29, 2018  21

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG

                                        1101    10234         5         5429.01         0  
                                        1102    03310         5         5429.01         0  
                                        1103    03668         5         5429.01         0  
                                        1104    04795         5         5429.01       697  
                                        1105    04123         5         5429.01         0  
                                        1106    02677         5         5429.01       397  
                                        1107    02940         5         5429.01         0  
                                        1108    03198         5         5429.01         0  
                                        1109    02920         5         5429.01         0  
                                        1110    03938         5         5429.01         0  
                                        1111    04877         5         5429.01         0  
                                        1112    03412         5         5429.01       753  
                                        1113    04785         5         5429.01         0  
                                        1114    03116         5         5429.01       636  
                                        1115    03566         5         5429.01       983  
                                        1116    04349         5         5429.01         0  
                                        1117    04387         5         5429.01      1178  
                                        1118    04162         5         5429.01         0  
                                        1119    04476         5         5429.01       966  
                                        1120    04976         5         5429.01       813  
                                        1121    03501         5         5429.01       800  
                                        1122    04094         5         5429.01         0  
                                        1123    04061         5         5429.01      1005  
                                        1124    03437         5         5429.01         0  
                                        1125    05011         5         5429.01      1640  
                                        1126    04634         5         5429.01         0  
                                        1127    04135         5         5429.01       333  
                                        1128    04075         5         5429.01         0  
                                        1129    04903         5         5429.01         0  
                                        1130    03448         5         5429.01         0  
                                        1131    03265         5         5429.01         0  
                                        1132    02583         5         5429.01      1294  
                                        1133    04252         5         5429.01       950  
                                        1134    03055         5         5429.01       336  
                                        1135    02606         5         5429.01         0  
                                        1136    03181         5         5429.01         0  
                                        1137    04157         5         5429.01         0  
                                        1138    05856         5         5429.01      2416  
                                        1139    06932         5         5429.01         0  
                                        1140    05266         5         5429.01       406  
                                        1141    06481         5         5429.01         0  
                                        1142    05791         5         5429.01         0  
                                        1143    06491         5         5429.01       772  
                                        1144    06550         5         5429.01         0  
                                        1145    06503         5         5429.01         0  
                                        1146    05313         5         5429.01       576  
                                        1147    07586         5         5429.01      1152  
                                        1148    06173         5         5429.01       522  
                                        1149    07653         5         5429.01         0  
                                        1150    06273         5         5429.01         0  
                                        1151    05148         5         5429.01       955  
                                        1152    05112         5         5429.01         0  
                                        1153    07503         5         5429.01         0  
                                        1154    06546         5         5429.01         0  
                                        1155    06690         5         5429.01         0  
                                                           The SAS System                      09:37 Thursday, November 29, 2018  22

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG

                                        1156    07052         5         5429.01       752  
                                        1157    06028         5         5429.01         0  
                                        1158    07547         5         5429.01         0  
                                        1159    05595         5         5429.01       577  
                                        1160    06580         5         5429.01      1253  
                                        1161    07130         5         5429.01         0  
                                        1162    06375         5         5429.01      1559  
                                        1163    07655         5         5429.01         0  
                                        1164    07343         5         5429.01      1006  
                                        1165    07312         5         5429.01         0  
                                        1166    07282         5         5429.01        25  
                                        1167    06151         5         5429.01         0  
                                        1168    07102         5         5429.01       577  
                                        1169    02078         5         5429.01       340  
                                        1170    02346         5         5429.01       772  
                                        1171    01488         5         5429.01         0  
                                        1172    02520         5         5429.01         0  
                                        1173    01076         5         5429.01       688  
                                        1174    01322         5         5429.01      1039  
                                        1175    01180         5         5429.01       797  
                                        1176    00838         5         5429.01      1900  
                                        1177    01140         5         5429.01         0  
                                        1178    00981         5         5429.01         0  
                                        1179    00600         5         5429.01      1097  
                                        1180    02237         5         5429.01       691  
                                        1181    00391         5         5429.01         0  
                                        1182    00948         5         5429.01         0  
                                        1183    01751         5         5429.01         0  
                                        1184    00555         5         5429.01         0  
                                        1185    02563         5         5429.01         0  
                                        1186    01098         5         5429.01         0  
                                        1187    02507         5         5429.01         0  
                                        1188    00524         5         5429.01         0  
                                        1189    00850         5         5429.01         0  
                                        1190    00572         6         6023.28      1256  
                                        1191    01875         6         6023.28      1371  
                                        1192    01863         6         6023.28       455  
                                        1193    00740         6         6023.28       566  
                                        1194    01371         6         6023.28       485  
                                        1195    00361         6         6023.28       549  
                                        1196    00353         6         6023.28      1257  
                                        1197    02375         6         6023.28      1544  
                                        1198    02393         6         6023.28      1140  
                                        1199    02269         6         6023.28       971  
                                        1200    00249         6         6023.28      1191  
                                        1201    00449         6         6023.28      1829  
                                        1202    00551         6         6023.28      1294  
                                        1203    00613         6         6023.28      1465  
                                        1204    01124         6         6023.28       803  
                                        1205    02101         6         6023.28       385  
                                        1206    02342         6         6023.28      1381  
                                        1207    02362         6         6023.28       902  
                                        1208    02176         6         6023.28       865  
                                        1209    01179         6         6023.28      1832  
                                        1210    01832         6         6023.28       369  
                                                           The SAS System                      09:37 Thursday, November 29, 2018  23

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG

                                        1211    02454         6         6023.28       844  
                                        1212    01709         6         6023.28       838  
                                        1213    01520         6         6023.28      1008  
                                        1214    00141         6         6023.28         0  
                                        1215    00598         6         6023.28      1214  
                                        1216    02021         6         6023.28       588  
                                        1217    00186         6         6023.28      1273  
                                        1218    01315         6         6023.28       710  
                                        1219    02103         6         6023.28       858  
                                        1220    00448         6         6023.28      1001  
                                        1221    01796         6         6023.28      1887  
                                        1222    01576         6         6023.28       726  
                                        1223    01077         6         6023.28         0  
                                        1224    01165         6         6023.28      1141  
                                        1225    03377         6         6023.28         0  
                                        1226    03886         6         6023.28      1027  
                                        1227    03094         6         6023.28      1377  
                                        1228    04134         6         6023.28      1097  
                                        1229    03720         6         6023.28         0  
                                        1230    02724         6         6023.28         0  
                                        1231    05046         6         6023.28      1686  
                                        1232    03749         6         6023.28      1560  
                                        1233    03250         6         6023.28         0  
                                        1234    03494         6         6023.28       877  
                                        1235    02966         6         6023.28       727  
                                        1236    02931         6         6023.28         0  
                                        1237    05050         6         6023.28      1226  
                                        1238    03917         6         6023.28      1051  
                                        1239    02816         6         6023.28      1067  
                                        1240    04586         6         6023.28      1042  
                                        1241    04523         6         6023.28       978  
                                        1242    04213         6         6023.28       888  
                                        1243    03283         6         6023.28      1204  
                                        1244    03014         6         6023.28       839  
                                        1245    02976         6         6023.28       970  
                                        1246    04315         6         6023.28       976  
                                        1247    04993         6         6023.28      1080  
                                        1248    03294         6         6023.28      2306  
                                        1249    04801         6         6023.28         0  
                                        1250    03297         6         6023.28       503  
                                        1251    03509         6         6023.28       746  
                                        1252    04166         6         6023.28      1170  
                                        1253    04194         6         6023.28       900  
                                        1254    09194         6         6023.28       985  
                                        1255    09679         6         6023.28         0  
                                        1256    08722         6         6023.28       644  
                                        1257    09130         6         6023.28      1509  
                                        1258    08024         6         6023.28      1786  
                                        1259    07979         6         6023.28       797  
                                        1260    07868         6         6023.28       231  
                                        1261    09141         6         6023.28      1770  
                                        1262    08337         6         6023.28       963  
                                        1263    09048         6         6023.28         0  
                                        1264    09328         6         6023.28        35  
                                        1265    09496         6         6023.28       749  
                                                           The SAS System                      09:37 Thursday, November 29, 2018  24

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG

                                        1266    07996         6         6023.28      1052  
                                        1267    08073         6         6023.28      1028  
                                        1268    08689         6         6023.28       864  
                                        1269    09937         6         6023.28       469  
                                        1270    08604         6         6023.28      1219  
                                        1271    09418         6         6023.28      1108  
                                        1272    08983         6         6023.28         0  
                                        1273    09198         6         6023.28      1295  
                                        1274    08851         6         6023.28         0  
                                        1275    09658         6         6023.28      1178  
                                        1276    09227         6         6023.28      1092  
                                        1277    09858         6         6023.28      2557  
                                        1278    09725         6         6023.28      2455  
                                        1279    09295         6         6023.28      1429  
                                        1280    08920         6         6023.28      1357  
                                        1281    07809         6         6023.28      1193  
                                        1282    08279         6         6023.28       983  
                                        1283    08224         6         6023.28      4173  
                                        1284    08679         6         6023.28      2214  
                                        1285    08774         6         6023.28       486  
                                        1286    08053         6         6023.28       979  
                                        1287    08911         6         6023.28       853  
                                        1288    09645         6         6023.28      1257  
                                        1289    09631         6         6023.28       591  
                                        1290    09709         6         6023.28      1471  
                                        1291    08596         6         6023.28      2338  
                                        1292    09561         6         6023.28       921  
                                        1293    09780         6         6023.28       469  
                                        1294    08751         6         6023.28      1069  
                                        1295    08975         6         6023.28       584  
                                        1296    07706         6         6023.28      1392  
                                        1297    09221         6         6023.28       938  
                                        1298    08298         6         6023.28       841  
                                        1299    09773         6         6023.28      1163  
                                        1300    08684         6         6023.28        25  
                                        1301    09225         6         6023.28       980  
                                        1302    11769         6         6023.28       745  
                                        1303    11529         6         6023.28       970  
                                        1304    11351         6         6023.28      2107  
                                        1305    11300         6         6023.28      1734  
                                        1306    10497         6         6023.28      1073  
                                        1307    10209         6         6023.28      1878  
                                        1308    11895         6         6023.28       728  
                                        1309    11489         6         6023.28       806  
                                        1310    11225         6         6023.28      1229  
                                        1311    11063         6         6023.28         0  
                                        1312    10557         6         6023.28       875  
                                        1313    11244         6         6023.28       905  
                                        1314    11794         6         6023.28      1129  
                                        1315    10605         6         6023.28      1034  
                                        1316    10213         6         6023.28      1108  
                                        1317    11106         6         6023.28       873  
                                        1318    11884         6         6023.28      1080  
                                        1319    10422         6         6023.28         0  
                                        1320    11761         6         6023.28       553  
                                                           The SAS System                      09:37 Thursday, November 29, 2018  25

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG

                                        1321    11117         6         6023.28       592  
                                        1322    10446         6         6023.28      1230  
                                        1323    10374         6         6023.28       823  
                                        1324    10688         6         6023.28      1760  
                                        1325    11170         6         6023.28      1399  
                                        1326    10922         6         6023.28      2035  
                                        1327    10403         6         6023.28      1173  
                                        1328    12060         6         6023.28      2078  
                                        1329    11151         6         6023.28      1241  
                                        1330    11590         6         6023.28       688  
                                        1331    12039         6         6023.28      1243  
                                        1332    10877         6         6023.28       470  
                                        1333    11971         6         6023.28      1276  
                                        1334    11311         6         6023.28      1053  
                                        1335    11079         6         6023.28         0  
                                        1336    10331         6         6023.28      1103  
                                        1337    10522         6         6023.28       608  
                                        1338    11902         6         6023.28      1484  
                                        1339    05593         6         6023.28       876  
                                        1340    06596         6         6023.28      1085  
                                        1341    07253         6         6023.28         0  
                                        1342    07615         6         6023.28      1040  
                                        1343    06879         6         6023.28      1773  
                                        1344    05653         6         6023.28      1181  
                                        1345    06974         6         6023.28       712  
                                        1346    05363         6         6023.28      1522  
                                        1347    05365         6         6023.28      1689  
                                        1348    05429         6         6023.28       636  
                                        1349    06858         6         6023.28      1461  
                                        1350    07439         6         6023.28       394  
                                        1351    07316         6         6023.28      1618  
                                        1352    05816         6         6023.28      1102  
                                        1353    07320         6         6023.28         0  
                                        1354    06610         6         6023.28      1403  
                                        1355    05569         6         6023.28      1400  
                                        1356    06740         6         6023.28       938  
                                        1357    07441         6         6023.28       821  
                                        1358    07093         6         6023.28       815  
                                        1359    07178         6         6023.28       782  
                                        1360    07604         6         6023.28      1300  
                                        1361    06019         6         6023.28       713  
                                        1362    07555         6         6023.28      2087  
                                        1363    05679         6         6023.28      1869  
                                        1364    06906         6         6023.28      1658  
                                        1365    06823         6         6023.28        25  
                                        1366    07540         6         6023.28      2212  
                                        1367    06762         6         6023.28      1553  
                                        1368    06345         6         6023.28         0  
                                        1369    05294         7         5798.69       917  
                                        1370    06689         7         5798.69       653  
                                        1371    05496         7         5798.69       269  
                                        1372    05564         7         5798.69       802  
                                        1373    07286         7         5798.69         0  
                                        1374    05786         7         5798.69       636  
                                        1375    05859         7         5798.69       396  
                                                           The SAS System                      09:37 Thursday, November 29, 2018  26

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG

                                        1376    07357         7         5798.69       859  
                                        1377    06488         7         5798.69       578  
                                        1378    06821         7         5798.69       539  
                                        1379    06912         7         5798.69       763  
                                        1380    06487         7         5798.69         0  
                                        1381    05806         7         5798.69         0  
                                        1382    05114         7         5798.69       772  
                                        1383    07328         7         5798.69      1762  
                                        1384    06752         7         5798.69       490  
                                        1385    05324         7         5798.69       733  
                                        1386    07345         7         5798.69       633  
                                        1387    05547         7         5798.69         0  
                                        1388    06881         7         5798.69       452  
                                        1389    05527         7         5798.69       485  
                                        1390    06390         7         5798.69       518  
                                        1391    05785         7         5798.69      1138  
                                        1392    06090         7         5798.69       788  
                                        1393    07148         7         5798.69       452  
                                        1394    06715         7         5798.69      1236  
                                        1395    05997         7         5798.69       663  
                                        1396    06180         7         5798.69      1030  
                                        1397    07066         7         5798.69        25  
                                        1398    07414         7         5798.69       403  
                                        1399    07323         7         5798.69         0  
                                        1400    07109         7         5798.69      1047  
                                        1401    06363         7         5798.69      1006  
                                        1402    07538         7         5798.69       501  
                                        1403    07247         7         5798.69       669  
                                        1404    05892         7         5798.69       929  
                                        1405    05123         7         5798.69         0  
                                        1406    06030         7         5798.69         0  
                                        1407    06991         7         5798.69       279  
                                        1408    07257         7         5798.69      1236  
                                        1409    06704         7         5798.69       998  
                                        1410    06805         7         5798.69       939  
                                        1411    06005         7         5798.69       691  
                                        1412    07207         7         5798.69       835  
                                        1413    06446         7         5798.69         0  
                                        1414    07524         7         5798.69         0  
                                        1415    06032         7         5798.69         0  
                                        1416    05261         7         5798.69       593  
                                        1417    05617         7         5798.69         0  
                                        1418    06518         7         5798.69      1176  
                                        1419    07569         7         5798.69      1123  
                                        1420    06771         7         5798.69      1406  
                                        1421    06516         7         5798.69       939  
                                        1422    05153         7         5798.69         0  
                                        1423    06741         7         5798.69        25  
                                        1424    07442         7         5798.69       387  
                                        1425    06624         7         5798.69      1636  
                                        1426    06244         7         5798.69       863  
                                        1427    06701         7         5798.69       537  
                                        1428    09078         7         5798.69         0  
                                        1429    09333         7         5798.69       752  
                                        1430    08372         7         5798.69         0  
                                                           The SAS System                      09:37 Thursday, November 29, 2018  27

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG

                                        1431    09767         7         5798.69         0  
                                        1432    09123         7         5798.69      1591  
                                        1433    10101         7         5798.69      1237  
                                        1434    08734         7         5798.69         0  
                                        1435    08982         7         5798.69      1041  
                                        1436    09461         7         5798.69       543  
                                        1437    07811         7         5798.69         0  
                                        1438    09598         7         5798.69      1364  
                                        1439    09006         7         5798.69         0  
                                        1440    07740         7         5798.69       445  
                                        1441    08301         7         5798.69       591  
                                        1442    07700         7         5798.69         0  
                                        1443    08974         7         5798.69       902  
                                        1444    08210         7         5798.69       669  
                                        1445    08336         7         5798.69       381  
                                        1446    07780         7         5798.69       800  
                                        1447    07968         7         5798.69         0  
                                        1448    09424         7         5798.69        25  
                                        1449    09608         7         5798.69       806  
                                        1450    09871         7         5798.69       924  
                                        1451    08182         7         5798.69      1067  
                                        1452    09775         7         5798.69       775  
                                        1453    07694         7         5798.69       848  
                                        1454    09639         7         5798.69       603  
                                        1455    09464         7         5798.69      1009  
                                        1456    09913         7         5798.69      1241  
                                        1457    07817         7         5798.69       573  
                                        1458    08462         7         5798.69       916  
                                        1459    09921         7         5798.69      1311  
                                        1460    09098         7         5798.69       464  
                                        1461    09617         7         5798.69       545  
                                        1462    09008         7         5798.69         0  
                                        1463    10066         7         5798.69         0  
                                        1464    09124         7         5798.69      1376  
                                        1465    08230         7         5798.69       794  
                                        1466    09695         7         5798.69       819  
                                        1467    09323         7         5798.69       981  
                                        1468    08463         7         5798.69       870  
                                        1469    07823         7         5798.69       834  
                                        1470    08780         7         5798.69      1116  
                                        1471    09137         7         5798.69         0  
                                        1472    08044         7         5798.69      1094  
                                        1473    09537         7         5798.69       936  
                                        1474    08112         7         5798.69       578  
                                        1475    08467         7         5798.69         0  
                                        1476    08216         7         5798.69       333  
                                        1477    08127         7         5798.69       733  
                                        1478    08600         7         5798.69       839  
                                        1479    09668         7         5798.69       976  
                                        1480    08258         7         5798.69       493  
                                        1481    09935         7         5798.69         0  
                                        1482    08087         7         5798.69         0  
                                        1483    09361         7         5798.69       614  
                                        1484    08583         7         5798.69       820  
                                        1485    08818         7         5798.69       789  
                                                           The SAS System                      09:37 Thursday, November 29, 2018  28

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG

                                        1486    09719         7         5798.69      1421  
                                        1487    08843         7         5798.69         0  
                                        1488    00665         7         5798.69       629  
                                        1489    02267         7         5798.69       469  
                                        1490    00403         7         5798.69       803  
                                        1491    00794         7         5798.69      1104  
                                        1492    02548         7         5798.69       576  
                                        1493    01051         7         5798.69      1059  
                                        1494    01408         7         5798.69         0  
                                        1495    02270         7         5798.69       561  
                                        1496    00435         7         5798.69       377  
                                        1497    01461         7         5798.69      1101  
                                        1498    00182         7         5798.69       946  
                                        1499    01290         7         5798.69      1266  
                                        1500    00022         7         5798.69       670  
                                        1501    00191         7         5798.69      1452  
                                        1502    02371         7         5798.69       747  
                                        1503    01134         7         5798.69      1280  
                                        1504    00676         7         5798.69       332  
                                        1505    01937         7         5798.69      2625  
                                        1506    01246         7         5798.69         0  
                                        1507    01120         7         5798.69         0  
                                        1508    02504         7         5798.69      1528  
                                        1509    02043         7         5798.69       997  
                                        1510    02122         7         5798.69      1453  
